#     Tempo(s)     Vno'001(V)      Vno'002(V)      Vno'003(V)      IcompL1(A)      IcompV1(A)   
 1.00000000e-09  1.00000000e-01  9.99000999e-02  9.99000998e-02  9.99000998e-08 -9.99000937e-08 
 1.00000000e-04  1.00000000e+01  4.68862916e-01 -9.54068733e-03  9.53113708e-03 -9.53113708e-03 
 2.00000000e-04  1.00000000e+01  9.33929217e-01 -9.07515503e-03  9.06607078e-03 -9.06607078e-03 
 3.00000000e-04  1.00000000e+01  1.37630288e+00 -8.63233811e-03  8.62369712e-03 -8.62369712e-03 
 4.00000000e-04  1.00000000e+01  1.79709117e+00 -8.21112818e-03  8.20290883e-03 -8.20290883e-03 
 5.00000000e-04  1.00000000e+01  2.19734735e+00 -7.81047095e-03  7.80265265e-03 -7.80265265e-03 
 6.00000000e-04  1.00000000e+01  2.57807325e+00 -7.42936355e-03  7.42192675e-03 -7.42192675e-03 
 7.00000000e-04  1.00000000e+01  2.94022186e+00 -7.06685207e-03  7.05977814e-03 -7.05977814e-03 
 8.00000000e-04  1.00000000e+01  3.28469964e+00 -6.72202913e-03  6.71530036e-03 -6.71530036e-03 
 9.00000000e-04  1.00000000e+01  3.61236882e+00 -6.39403162e-03  6.38763118e-03 -6.38763118e-03 
 1.00000000e-03  1.00000000e+01  3.92404958e+00 -6.08203856e-03  6.07595042e-03 -6.07595042e-03 
 1.10000000e-03  1.00000000e+01  4.22052205e+00 -5.78526902e-03  5.77947795e-03 -5.77947795e-03 
 1.20000000e-03  1.00000000e+01  4.50252832e+00 -5.50298017e-03  5.49747168e-03 -5.49747168e-03 
 1.30000000e-03  1.00000000e+01  4.77077426e+00 -5.23446545e-03  5.22922574e-03 -5.22922574e-03 
 1.40000000e-03  1.00000000e+01  5.02593130e+00 -4.97905275e-03  4.97406870e-03 -4.97406870e-03 
 1.50000000e-03  1.00000000e+01  5.26863809e+00 -4.73610276e-03  4.73136191e-03 -4.73136191e-03 
 1.60000000e-03  1.00000000e+01  5.49950215e+00 -4.50500737e-03  4.50049785e-03 -4.50049785e-03 
 1.70000000e-03  1.00000000e+01  5.71910133e+00 -4.28518815e-03  4.28089867e-03 -4.28089867e-03 
 1.80000000e-03  1.00000000e+01  5.92798529e+00 -4.07609489e-03  4.07201471e-03 -4.07201471e-03 
 1.90000000e-03  1.00000000e+01  6.12667689e+00 -3.87720420e-03  3.87332311e-03 -3.87332311e-03 
 2.00000000e-03  1.00000000e+01  6.31567344e+00 -3.68801827e-03  3.68432656e-03 -3.68432656e-03 
 2.10000000e-03  1.00000000e+01  6.49544802e+00 -3.50806356e-03  3.50455198e-03 -3.50455198e-03 
 2.20000000e-03  1.00000000e+01  6.66645060e+00 -3.33688964e-03  3.33354940e-03 -3.33354940e-03 
 2.30000000e-03  1.00000000e+01  6.82910920e+00 -3.17406805e-03  3.17089080e-03 -3.17089080e-03 
 2.40000000e-03  1.00000000e+01  6.98383098e+00 -3.01919124e-03  3.01616902e-03 -3.01616902e-03 
 2.50000000e-03  1.00000000e+01  7.13100320e+00 -2.87187155e-03  2.86899680e-03 -2.86899680e-03 
 2.60000000e-03  1.00000000e+01  7.27099423e+00 -2.73174025e-03  2.72900577e-03 -2.72900577e-03 
 2.70000000e-03  1.00000000e+01  7.40415448e+00 -2.59844657e-03  2.59584552e-03 -2.59584552e-03 
 2.80000000e-03  1.00000000e+01  7.53081726e+00 -2.47165688e-03  2.46918274e-03 -2.46918274e-03 
 2.90000000e-03  1.00000000e+01  7.65129960e+00 -2.35105381e-03  2.34870040e-03 -2.34870040e-03 
